cell_id,longitude,latitude
c01768,-46.6668,-23.6148
c01769,-46.6687,-23.5086
c01770,-46.7023,-23.6225
c01771,-46.827,-23.5216
c01772,-46.649,-23.5497
c01773,-43.1814,-22.8969
c01774,-46.7064,-23.5721
c01775,-46.6876,-23.5667
c01776,-46.559,-23.66
c01777,-46.6612,-23.6256
c01778,-45.3747,-22.9074
c01779,-46.6957,-23.5721
c01780,-45.9332,-23.3339
c01781,-46.238,-23.4339
c01782,-45.065,-23.4512
c01783,-46.6872,-23.6071
c01784,-46.7129,-23.4878
c01785,-46.5595,-23.4979
c01786,-46.3165,-23.4451
c01787,-46.7602,-23.586
c01788,-43.1851,-22.946
c01789,-46.3851,-23.963
c01790,-46.661,-23.673
c01791,-46.9148,-23.5412
c01792,-45.8721,-23.2396
c01793,-45.9453,-23.2492
c01794,-43.1949,-22.9593
c01795,-46.4807,-23.4696
c01796,-46.6284,-23.5195
c01797,-43.2111,-22.9518
c01798,-46.0673,-23.3534
c01799,-46.6969,-23.6088
c01800,-46.808,-23.5228
c01801,-46.5489,-23.4903
c01802,-46.5671,-23.505
c01803,-46.8876,-23.5113
c01804,-46.7297,-23.5323
c01805,-47.2249,-23.1325
c01806,-46.3502,-23.8629
c01807,-46.5306,-23.6628
c01808,-46.7763,-23.5275
c01809,-46.6443,-23.5457
c01810,-46.5793,-23.6686
c01811,-46.7837,-23.6669
c01812,-46.6556,-23.5607
c01813,-43.2043,-22.9602
c01814,-46.4488,-23.4628
c01815,-46.5844,-23.5844
c01816,-46.6554,-23.5857
c01817,-46.2296,-23.32
c01818,-46.6297,-23.6448
c01819,-46.3527,-23.4704
c01820,-46.5772,-23.5204
c01821,-45.3165,-23.5744
c01822,-46.8927,-23.2106
c01823,-47.2255,-22.795
c01824,-46.6984,-23.6109
c01825,-46.9643,-23.1265
c01826,-46.5086,-23.6641
c01827,-46.8216,-23.6594
c01828,-46.184,-23.5156
c01829,-46.6251,-23.537
c01830,-46.8677,-23.1215
c01831,-46.3269,-23.9539
c01832,-46.2307,-23.4912
c01833,-46.5743,-23.4259
c01834,-46.5339,-23.6577
c01835,-46.7153,-23.6573
c01836,-46.478,-23.4845
c01837,-43.1653,-22.9522
c01838,-46.7141,-23.6599
c01839,-46.7137,-23.5636
c01840,-45.0655,-23.4506
c01841,-46.6603,-23.6248
c01842,-46.4951,-23.4123
c01843,-46.5901,-23.592
c01844,-46.7021,-23.5733
c01845,-45.374,-23.8087
c01846,-45.6008,-23.4502
c01847,-43.2279,-22.9106
c01848,-46.7213,-23.5763
c01849,-45.9952,-23.2906
c01850,-46.5561,-23.5168
c01851,-46.0404,-23.4088
c01852,-46.5663,-23.5338
c01853,-46.5296,-23.4713
c01854,-46.63,-23.5179
c01855,-46.2791,-22.8189
c01856,-46.348,-23.5768
c01857,-43.1985,-22.9407
c01858,-46.7236,-23.6514
c01859,-47.0155,-23.0948
c01860,-46.7242,-23.5212
c01861,-46.6511,-23.5995
c01862,-47.1142,-22.9964
c01863,-46.3009,-23.9717
c01864,-45.9911,-23.2859
c01865,-46.4702,-23.6995
c01866,-46.8561,-23.5144
c01867,-43.2175,-22.9471
c01868,-46.6723,-23.5261
c01869,-46.3286,-23.5196
c01870,-46.8541,-23.6389
c01871,-46.6911,-23.5864
c01872,-46.3334,-23.4912
c01873,-46.8127,-23.6018
c01874,-46.5445,-23.4669
c01875,-45.9028,-23.1965
c01876,-47.1473,-23.4264
c01877,-46.7114,-23.5619
c01878,-46.5087,-23.4497
c01879,-46.764,-23.6454
c01880,-47.3292,-22.6409
c01881,-43.2972,-22.8903
c01882,-46.641,-23.5727
c01883,-46.5537,-23.6158
c01884,-46.5575,-23.4854
c01885,-46.3321,-23.4843
c01886,-46.7265,-23.5157
c01887,-46.4854,-23.7236
c01888,-46.8642,-23.6937
c01889,-46.6927,-23.5933
c01890,-46.4011,-23.9617
c01891,-45.8939,-23.164
c01892,-46.8427,-23.6532
c01893,-46.691,-23.5864
c01894,-46.5118,-23.4681
c01895,-46.4772,-23.4244
c01896,-46.8519,-23.5171
c01897,-46.7472,-23.5857
c01898,-45.6118,-22.7631
c01899,-45.3354,-23.5904
c01900,-46.5618,-23.514
c01901,-46.498,-23.419
c01902,-46.6312,-23.5681
c01903,-46.5344,-23.482
c01904,-46.5405,-23.6812
c01905,-46.7029,-23.5699
c01906,-44.5247,-22.4406
c01907,-46.092,-23.3208
c01908,-46.6592,-23.5572
c01909,-46.9973,-22.8353
c01910,-46.7384,-23.6386
c01911,-46.5846,-23.4644
c01912,-46.5207,-23.472
c01913,-45.5824,-23.0255
c01914,-46.5894,-23.5972
c01915,-46.5082,-23.658
c01916,-46.9181,-23.6019
c01917,-46.5156,-23.4521
c01918,-46.8173,-23.5328
c01919,-46.6526,-23.5573
c01920,-44.8894,-23.329
c01921,-46.3533,-23.6018
c01922,-46.9351,-23.5445
c01923,-46.6108,-23.5543
c01924,-46.5466,-23.4849
c01925,-46.4789,-23.4217
c01926,-46.2454,-23.9886
c01927,-46.6693,-23.6518
c01928,-46.2854,-22.7722
c01929,-43.2277,-22.9802
c01930,-46.699,-23.5084
c01931,-43.2007,-22.9864
c01932,-46.8195,-23.6452
c01933,-46.7201,-23.6557
c01934,-46.7246,-23.5137
c01935,-43.2077,-22.954
c01936,-46.6692,-23.528
c01937,-44.5312,-22.3436
c01938,-46.7485,-23.0231
c01939,-46.7382,-23.5912
c01940,-43.2167,-22.9482
c01941,-46.0615,-23.3789
c01942,-46.4614,-23.7098
c01943,-46.7243,-23.5774
c01944,-46.5766,-23.5236
c01945,-46.7368,-23.584
c01946,-45.6092,-23.0959
c01947,-46.4329,-22.9145
c01948,-46.629,-23.6468
c01949,-46.6496,-23.5927
c01950,-46.7542,-23.5006
c01951,-45.8361,-23.1765
c01952,-46.6822,-23.5878
c01953,-46.4741,-23.4551
c01954,-46.0502,-23.3086
c01955,-46.4209,-23.4648
c01956,-46.7247,-23.5704
c01957,-43.2025,-22.9866
c01958,-46.5563,-23.4856
c01959,-46.2083,-23.4214
c01960,-46.5936,-23.5879
c01961,-46.0472,-23.295
c01962,-47.1031,-23.9512
c01963,-46.6544,-23.6901
c01964,-46.4965,-23.4269
c01965,-47.2699,-23.1729
c01966,-46.5618,-23.6415
c01967,-46.7268,-23.653
c01968,-46.9352,-23.5445
c01969,-46.6378,-23.6146
c01970,-45.4,-23.7349
c01971,-46.6726,-23.5608
c01972,-46.3888,-23.9387
c01973,-43.2301,-22.9719
c01974,-46.3446,-23.4642
c01975,-46.8054,-23.5118
c01976,-46.5794,-23.6012
c01977,-46.3911,-23.851
c01978,-46.6582,-23.55
c01979,-46.8185,-23.5539
c01980,-46.9237,-23.5344
c01981,-46.5855,-23.543
c01982,-46.7961,-23.6803
c01983,-46.6659,-23.5343
c01984,-46.2442,-23.9877
c01985,-46.7358,-23.5917
c01986,-46.4339,-23.4705
c01987,-46.5827,-23.5193
c01988,-46.5382,-23.49
c01989,-46.5976,-23.5271
c01990,-46.4996,-23.4378
c01991,-46.6322,-23.5314
c01992,-43.1922,-22.9829
c01993,-46.506,-23.6434
c01994,-46.5811,-23.6024
c01995,-46.3239,-23.5304
c01996,-46.5626,-23.5148
c01997,-46.5976,-23.7829
c01998,-46.495,-23.4256
c01999,-46.7756,-23.3748
c02000,-46.3533,-23.602
c02001,-46.5034,-23.4742
c02002,-46.6931,-23.606
c02003,-46.0465,-23.3038
c02004,-46.6921,-23.5789
c02005,-45.5456,-23.0068
c02006,-46.4073,-23.6933
c02007,-43.2702,-22.5816
c02008,-46.6471,-23.5484
c02009,-46.7177,-23.6783
c02010,-46.9994,-22.8324
c02011,-46.6974,-23.6073
c02012,-46.807,-23.6186
c02013,-46.5753,-23.5402
c02014,-45.9096,-23.2117
c02015,-46.0661,-23.3134
c02016,-46.9728,-23.1359
c02017,-46.7249,-23.6445
c02018,-46.783,-23.6321
c02019,-46.5687,-23.5095
c02020,-46.4605,-23.6683
c02021,-43.1913,-22.9584
c02022,-43.176,-22.91
c02023,-46.6988,-23.6227
c02024,-46.5346,-23.642
c02025,-46.7328,-23.5579
c02026,-46.4604,-23.6679
c02027,-43.3601,-22.9997
c02028,-45.9086,-23.2276
c02029,-46.7188,-23.6521
c02030,-46.2936,-23.9567
c02031,-46.4191,-23.464
c02032,-46.5894,-23.5532
c02033,-46.6513,-23.5583
c02034,-45.5092,-23.0031
c02035,-46.3441,-23.5709
c02036,-46.6927,-23.5875
c02037,-46.5212,-23.6663
c02038,-46.9488,-23.5187
c02039,-45.9511,-23.2748
c02040,-46.8886,-23.6357
c02041,-45.8402,-23.2557
c02042,-46.6088,-23.5236
c02043,-45.6074,-22.9219
c02044,-46.2741,-23.9652
c02045,-46.3212,-23.952
c02046,-45.9081,-23.2077
c02047,-45.068,-23.4732
c02048,-46.5433,-23.5362
c02049,-46.7336,-23.492
c02050,-46.747,-23.4729
c02051,-47.3206,-23.2628
c02052,-46.3453,-23.9384
c02053,-46.634,-23.5892
c02054,-46.6403,-23.5515
c02055,-45.0877,-23.4372
c02056,-46.4329,-23.4556
c02057,-46.6386,-23.5812
c02058,-46.8317,-23.6179
c02059,-45.3929,-22.9304
c02060,-46.5908,-23.662
c02061,-46.6786,-23.5601
c02062,-46.3513,-23.4627
c02063,-46.3302,-23.5258
c02064,-46.7025,-23.5681
c02065,-46.7171,-23.6331
c02066,-47.0065,-23.1089
c02067,-46.9854,-23.8967
c02068,-46.5372,-23.4996
c02069,-46.6391,-23.5241
c02070,-46.6102,-23.5525
c02071,-46.7243,-23.5514
c02072,-46.4601,-23.6676
c02073,-45.0754,-23.4494
c02074,-46.6509,-23.6684
c02075,-46.4607,-23.6685
c02076,-46.7038,-23.5645
c02077,-46.3317,-23.4887
c02078,-46.764,-23.5721
c02079,-46.5722,-23.5266
c02080,-46.5967,-23.5416
c02081,-43.2086,-22.9345
c02082,-46.3246,-23.9531
c02083,-46.3531,-23.4838
c02084,-46.768,-23.6596
c02085,-46.5992,-23.6079
c02086,-46.6949,-23.5873
c02087,-43.2276,-22.8814
c02088,-46.7421,-23.5658
c02089,-46.5939,-23.5285
c02090,-46.6046,-23.5945
c02091,-47.2129,-23.1138
c02092,-45.6121,-22.7799
c02093,-46.7468,-23.5854
c02094,-46.8822,-23.416
c02095,-46.6838,-23.6756
c02096,-46.8901,-23.6383
c02097,-43.1869,-22.975
c02098,-46.4218,-23.9382
c02099,-46.8429,-23.6476
c02100,-46.9328,-23.1865
c02101,-45.1941,-23.5148
c02102,-46.6386,-23.5581
c02103,-46.4226,-23.6964
c02104,-47.0011,-22.6056
c02105,-43.1814,-22.8974
c02106,-46.7023,-23.5674
c02107,-46.9976,-23.1471
c02108,-46.5538,-23.6764
c02109,-45.8931,-23.2083
c02110,-47.0348,-22.8472
c02111,-46.8439,-23.5158
c02112,-46.3051,-23.4435
c02113,-46.6645,-23.5535
c02114,-46.482,-23.4264
c02115,-46.8437,-23.3364
c02116,-43.1691,-22.9419
c02117,-46.3965,-23.4147
c02118,-43.1959,-22.9763
c02119,-47.288,-22.7141
c02120,-45.7661,-23.1368
c02121,-46.9625,-23.181
c02122,-46.6981,-23.5729
c02123,-47.2972,-22.7102
c02124,-45.461,-23.8181
c02125,-46.8922,-23.6388
c02126,-46.7343,-23.5031
c02127,-46.9693,-22.9459
c02128,-46.5908,-23.5937
c02129,-46.7305,-23.5419
c02130,-46.6745,-23.5627
c02131,-46.7333,-23.4932
c02132,-46.6608,-23.6159
c02133,-46.3287,-23.5137
c02134,-46.8376,-23.6421
c02135,-46.692,-23.5086
c02136,-45.8774,-23.2291
c02137,-43.3128,-22.8884
c02138,-46.9597,-23.1525
c02139,-46.6969,-23.6095
c02140,-46.6498,-23.5154
c02141,-46.645,-23.595
c02142,-46.4568,-23.7139
c02143,-46.8818,-23.2027
c02144,-46.5243,-23.6594
c02145,-46.5298,-23.6495
c02146,-46.6535,-23.5545
c02147,-46.788,-23.674
c02148,-46.754,-23.0218
c02149,-46.608,-23.5237
c02150,-46.6615,-23.6597
c02151,-46.4553,-23.7107
c02152,-46.6996,-23.6183
c02153,-46.643,-23.5178
c02154,-46.5413,-23.6309
c02155,-47.0205,-22.8862
c02156,-46.8252,-23.4309
c02157,-45.6657,-23.0846
c02158,-45.9453,-23.2563
c02159,-46.5077,-23.442
c02160,-46.5859,-23.5452
c02161,-46.7336,-23.547
c02162,-43.1722,-22.9525
c02163,-46.7979,-23.5252
c02164,-46.6283,-23.5196
c02165,-46.2874,-23.9277
c02166,-46.3328,-23.5045
c02167,-45.7598,-23.1392
c02168,-45.5945,-23.043
c02169,-46.6474,-23.5476
c02170,-46.5635,-23.6124
c02171,-46.314,-23.8852
c02172,-43.2091,-22.9113
c02173,-46.3515,-22.8665
c02174,-45.4154,-23.7263
c02175,-46.8441,-23.6579
c02176,-46.7227,-23.5617
c02177,-43.198,-22.9851
c02178,-46.8894,-23.5142
c02179,-43.1751,-22.9052
c02180,-46.6983,-23.8049
c02181,-46.4291,-23.6487
c02182,-43.3181,-22.852
c02183,-46.8052,-23.031
c02184,-46.8664,-23.6974
c02185,-46.7033,-23.5658
c02186,-46.672,-23.5574
c02187,-46.4609,-23.6684
c02188,-46.6974,-23.6746
c02189,-46.9245,-23.5337
c02190,-46.5364,-23.6734
c02191,-46.6698,-23.5659
c02192,-46.8225,-23.6325
c02193,-47.1125,-22.9857
c02194,-46.6965,-23.6756
c02195,-46.8283,-23.3282
c02196,-47.23,-23.1276
c02197,-46.7229,-23.6404
c02198,-45.8933,-23.3055
c02199,-46.9891,-23.1184
c02200,-46.6959,-23.585
c02201,-46.8352,-23.5517
c02202,-46.365,-23.4155
c02203,-46.7205,-23.5208
c02204,-46.7912,-22.9938
c02205,-45.9228,-23.2219
c02206,-46.4107,-23.4195
c02207,-46.504,-23.4661
c02208,-45.9745,-23.2754
c02209,-46.8499,-23.4087
c02210,-46.644,-23.6046
c02211,-46.7344,-23.5512
c02212,-46.4664,-23.7034
c02213,-46.7009,-23.6205
c02214,-46.4781,-22.9506
c02215,-46.8305,-23.6789
c02216,-46.6134,-23.6235
c02217,-46.4138,-23.6935
c02218,-46.5376,-23.6368
c02219,-46.7797,-23.4973
c02220,-46.7137,-23.5144
c02221,-46.6455,-23.5388
c02222,-46.5412,-23.6807
c02223,-46.0487,-23.2836
c02224,-43.1669,-22.9127
c02225,-46.3287,-23.5227
c02226,-46.6648,-23.5389
c02227,-46.8522,-23.633
c02228,-46.6179,-23.5198
c02229,-46.3916,-23.6468
c02230,-47.2748,-22.7383
c02231,-46.5622,-23.5319
c02232,-46.7211,-23.6416
c02233,-46.2996,-23.9454
c02234,-46.5999,-23.526
c02235,-46.3335,-23.4913
c02236,-46.7589,-23.5292
c02237,-46.5384,-23.469
c02238,-46.2585,-23.5428
c02239,-47.0867,-23.2501
c02240,-46.5346,-23.4766
c02241,-46.6205,-23.5386
c02242,-46.6377,-23.671
c02243,-46.7471,-23.5246
c02244,-46.8326,-23.5204
c02245,-46.7095,-23.5666
c02246,-46.3084,-23.4434
c02247,-43.1814,-22.9018
c02248,-46.5992,-23.5947
c02249,-47.2904,-22.73
c02250,-46.8686,-23.2822
c02251,-46.8737,-23.7056
c02252,-46.5658,-23.5381
c02253,-45.0627,-23.4609
c02254,-45.9074,-23.2085
c02255,-46.6434,-23.6204
c02256,-43.1849,-22.9696
c02257,-46.8398,-23.3028
c02258,-46.6994,-23.6153
c02259,-46.8627,-23.6924
c02260,-47.1295,-23.0293
c02261,-46.0642,-23.4329
c02262,-46.8474,-23.3624
c02263,-43.2095,-22.9324
c02264,-46.4563,-23.522
c02265,-46.6391,-23.5797
c02266,-43.1892,-22.986
c02267,-46.2283,-23.4384
c02268,-44.543,-22.3403
c02269,-46.6942,-23.6044
c02270,-46.2849,-23.9625
c02271,-46.1835,-23.4061
c02272,-46.8518,-23.5023
c02273,-43.2078,-22.9851
c02274,-47.2522,-22.9347
c02275,-46.775,-23.6111
c02276,-45.5598,-23.0306
c02277,-46.2852,-23.9609
c02278,-45.9098,-23.3191
c02279,-46.6938,-23.6022
c02280,-46.8684,-23.252
c02281,-46.6041,-23.5455
c02282,-45.9062,-23.226
c02283,-46.3319,-23.5064
c02284,-46.8981,-23.164
c02285,-45.2468,-23.5502
c02286,-46.7274,-23.5878
c02287,-46.4916,-23.6651
c02288,-46.4506,-23.4655
c02289,-47.214,-22.8336
c02290,-45.0987,-23.4365
c02291,-46.6948,-23.5996
c02292,-46.5477,-23.5242
c02293,-45.9289,-23.252
c02294,-45.8581,-23.2817
c02295,-46.3351,-23.8724
c02296,-46.8352,-23.5391
c02297,-46.661,-23.6256
c02298,-45.5612,-23.0298
c02299,-46.8438,-23.6461
c02300,-46.809,-23.5923
c02301,-46.3761,-23.85
c02302,-46.7855,-23.6696
c02303,-46.6186,-23.0976
c02304,-45.6729,-23.3782
c02305,-46.9132,-23.7767
c02306,-46.6429,-23.5503
c02307,-46.4957,-23.4364
c02308,-46.0551,-23.2745
c02309,-46.6563,-23.5164
c02310,-45.0692,-23.4488
c02311,-46.9153,-23.5294
c02312,-43.176,-22.91
c02313,-43.8261,-22.6793
c02314,-43.1876,-22.9774
c02315,-46.508,-23.4452
c02316,-46.639,-23.5595
c02317,-46.5894,-23.5296
c02318,-46.5344,-23.656
c02319,-46.6666,-23.6059
c02320,-46.6958,-23.5742
c02321,-46.5279,-23.6526
c02322,-46.6155,-23.5465
c02323,-46.6579,-23.556
c02324,-46.97,-23.1312
c02325,-43.1853,-22.9727
c02326,-46.7617,-23.5314
c02327,-46.4287,-23.4358
c02328,-46.8188,-23.553
c02329,-46.3709,-23.5429
c02330,-46.508,-23.445
c02331,-46.7172,-23.524
c02332,-46.7515,-23.6453
c02333,-46.723,-23.6404
c02334,-45.444,-23.5915
c02335,-46.7063,-23.6674
c02336,-47.2459,-22.9326
c02337,-47.242,-23.1388
c02338,-46.3369,-23.4994
c02339,-45.8633,-23.2462
c02340,-43.18,-22.9619
c02341,-46.7809,-23.525
c02342,-46.7898,-23.6762
c02343,-43.2094,-22.9078
c02344,-45.9001,-23.2033
c02345,-46.5996,-23.2615
c02346,-43.1775,-22.9027
c02347,-46.6942,-23.5991
c02348,-46.6615,-23.5569
c02349,-46.3878,-23.967
c02350,-46.5709,-23.5074
c02351,-46.5074,-23.6562
c02352,-43.1901,-22.9735
c02353,-46.35,-23.5936
c02354,-47.0003,-23.4791
c02355,-46.643,-23.5291
c02356,-46.6367,-23.6008
c02357,-46.6072,-23.6841
c02358,-46.8509,-23.571
c02359,-46.673,-23.5315
c02360,-45.5585,-23.0775
c02361,-46.5602,-23.5329
c02362,-46.7109,-23.6636
c02363,-46.6093,-23.6829
c02364,-45.6637,-23.3809
c02365,-46.7346,-23.5266
c02366,-46.7348,-23.5264
c02367,-46.0172,-23.2992
c02368,-46.6703,-23.6145
c02369,-45.6249,-23.0507
c02370,-46.3237,-23.9333
c02371,-47.1221,-23.0001
c02372,-46.6585,-23.5567
c02373,-44.5634,-22.4922
c02374,-46.6644,-23.5449
c02375,-46.5253,-23.4751
c02376,-43.1776,-22.944
c02377,-47.0236,-22.8597
c02378,-43.2454,-22.9864
c02379,-46.8392,-23.649
c02380,-46.8579,-23.707
c02381,-47.1445,-23.4273
c02382,-46.0803,-23.359
c02383,-45.9255,-23.2428
c02384,-45.9268,-23.2425
c02385,-46.7405,-23.5219
c02386,-47.1105,-22.9927
c02387,-46.9156,-23.5293
c02388,-45.3979,-23.8091
c02389,-46.651,-23.5959
c02390,-46.429,-23.4363
c02391,-46.643,-23.6742
c02392,-46.7428,-23.601
c02393,-46.2566,-23.5431
c02394,-46.7417,-23.5689
c02395,-46.335,-23.4684
c02396,-46.8245,-23.3162
c02397,-46.5166,-23.7558
c02398,-46.3147,-23.9566
c02399,-46.3165,-23.4452
c02400,-43.2071,-22.9825
c02401,-46.4924,-23.4232
c02402,-43.7723,-22.4332
c02403,-46.8342,-23.544
c02404,-46.7206,-23.6545
c02405,-45.4664,-22.9662
c02406,-46.0677,-23.3576
c02407,-46.6474,-23.6153
c02408,-46.6551,-23.5962
c02409,-46.6228,-23.5387
c02410,-45.9413,-23.1954
c02411,-46.7222,-23.6405
c02412,-46.7052,-23.5723
c02413,-46.5822,-23.5162
c02414,-46.3555,-23.9212
c02415,-46.5724,-23.6685
c02416,-43.2699,-22.8753
c02417,-45.9469,-23.2686
c02418,-46.9087,-23.2223
c02419,-43.1744,-22.9044
c02420,-46.6441,-23.5507
c02421,-46.5109,-23.4904
c02422,-46.7344,-23.5543
c02423,-46.5517,-23.5191
c02424,-46.0732,-23.3161
c02425,-47.192,-22.8233
c02426,-47.3208,-23.2622
c02427,-46.8062,-23.523
c02428,-43.1892,-22.9787
c02429,-46.3314,-23.5064
c02430,-45.4744,-22.9098
c02431,-46.2776,-23.9611
c02432,-46.4604,-23.6647
c02433,-46.3539,-23.604
c02434,-46.5838,-23.5446
c02435,-46.6981,-23.5737
c02436,-46.7286,-23.6449
c02437,-46.7911,-23.6164
c02438,-45.8643,-23.2463
c02439,-46.3318,-23.473
c02440,-46.6535,-23.5834
c02441,-43.1665,-22.9115
c02442,-46.3628,-23.4704
c02443,-46.7335,-23.6441
c02444,-46.6394,-23.6196
c02445,-46.0958,-23.2591
c02446,-46.9946,-23.176
c02447,-46.0928,-23.3545
c02448,-46.2611,-23.4416
c02449,-46.5919,-23.5842
c02450,-43.177,-22.9452
c02451,-46.4527,-23.4463
c02452,-46.4646,-23.9434
c02453,-46.3684,-23.4915
c02454,-44.529,-22.3431
c02455,-46.8653,-23.5226
c02456,-46.5079,-23.6624
c02457,-45.5927,-23.0422
c02458,-46.5585,-23.5367
c02459,-46.5781,-23.6037
c02460,-46.5397,-23.4694
c02461,-46.5098,-23.534
c02462,-46.4953,-23.4143
c02463,-45.8988,-23.2121
c02464,-46.7641,-23.4951
c02465,-46.6464,-23.5514
c02466,-46.0765,-23.4554
c02467,-46.6242,-23.5309
c02468,-46.6739,-23.5486
c02469,-46.6101,-23.5234
c02470,-46.3429,-23.5679
c02471,-46.6978,-23.6086
c02472,-46.3099,-22.7966
c02473,-45.5953,-23.038
c02474,-44.4971,-22.3538
c02475,-46.6396,-23.6181
c02476,-43.204,-22.9575
c02477,-45.8727,-23.2934
c02478,-43.1805,-22.9149
c02479,-46.9547,-22.3042
c02480,-46.5902,-23.5864
c02481,-46.6571,-23.5637
c02482,-46.6667,-23.5571
c02483,-46.7184,-23.6568
c02484,-46.779,-23.5835
c02485,-43.4601,-22.7396
c02486,-47.1526,-22.8544
c02487,-43.2779,-22.917
c02488,-46.5625,-23.6128
c02489,-46.5232,-23.665
c02490,-45.0696,-23.4413
c02491,-46.3397,-23.4582
c02492,-46.7317,-23.5682
c02493,-46.5714,-23.6096
c02494,-45.2185,-23.5271
c02495,-46.3112,-23.9782
c02496,-46.5427,-23.0989
c02497,-46.9356,-23.5536
c02498,-46.5255,-23.6497
c02499,-46.9219,-23.6039
c02500,-46.8847,-23.2102
c02501,-43.1861,-22.9688
c02502,-46.3336,-23.1859
c02503,-46.6798,-23.5062
c02504,-46.6621,-23.5366
c02505,-46.6449,-23.5476
c02506,-46.5597,-23.5109
c02507,-46.9113,-23.6041
c02508,-46.6444,-23.5506
c02509,-46.7121,-23.6674
c02510,-46.5071,-23.6525
c02511,-43.234,-22.993
c02512,-46.7071,-23.5601
c02513,-43.209,-22.9252
c02514,-46.3256,-22.8408
c02515,-43.172,-22.9141
c02516,-46.6509,-23.5946
c02517,-46.681,-23.5918
c02518,-46.9947,-22.8193
c02519,-46.6913,-23.5978
c02520,-43.1724,-22.9364
c02521,-46.916,-23.611
c02522,-46.8558,-23.376
c02523,-46.5833,-23.5348
c02524,-46.0214,-23.42
c02525,-46.8445,-23.5164
c02526,-46.9991,-22.832
c02527,-46.9835,-22.8158
c02528,-46.6348,-23.5197
c02529,-46.4677,-23.6663
c02530,-46.8163,-23.7387
c02531,-46.5276,-23.6535
c02532,-46.4296,-23.4421
c02533,-46.8959,-23.7371
c02534,-46.5367,-23.6383
c02535,-46.7206,-23.6392
c02536,-46.6623,-23.5702
c02537,-46.6265,-23.5192
c02538,-46.6537,-23.5162
c02539,-46.8978,-23.1852
c02540,-46.8897,-23.5167
c02541,-43.2053,-22.969
c02542,-44.9961,-23.3905
c02543,-46.6337,-23.5346
c02544,-46.6141,-23.6851
c02545,-46.4942,-23.4488
c02546,-45.6131,-22.7661
c02547,-45.1691,-23.4917
c02548,-46.581,-23.528
c02549,-46.6354,-23.5433
c02550,-46.5112,-23.4512
c02551,-46.7019,-23.6218
c02552,-46.5541,-23.5142
c02553,-46.695,-23.5779
c02554,-46.5009,-23.423
c02555,-46.6398,-23.6216
c02556,-45.8817,-23.3007
c02557,-46.6477,-23.5455
c02558,-45.8782,-23.2381
c02559,-46.5896,-23.5929
c02560,-46.7745,-23.6597
c02561,-46.8341,-23.0429
c02562,-46.9535,-23.1787
c02563,-44.9914,-23.3898
c02564,-45.4094,-23.7636
c02565,-46.8058,-23.7572
c02566,-45.887,-23.2003
c02567,-45.0586,-23.4108
c02568,-46.7354,-23.526
c02569,-46.4688,-23.6745
c02570,-46.6216,-23.5396
c02571,-46.7742,-23.529
c02572,-46.3089,-23.4435
c02573,-45.3065,-23.2378
c02574,-45.4813,-22.9908
c02575,-46.5402,-23.6372
c02576,-46.3441,-23.5699
c02577,-47.142,-23.9783
c02578,-47.0895,-22.8454
c02579,-46.534,-23.6438
c02580,-46.4927,-23.4511
c02581,-43.1863,-22.9658
c02582,-46.8882,-23.5099
c02583,-46.2854,-23.4419
c02584,-46.6921,-23.5833
c02585,-46.9591,-23.1727
c02586,-46.3538,-23.482
c02587,-43.3669,-22.9892
c02588,-43.1985,-22.9841
c02589,-45.1546,-23.4922
c02590,-46.5182,-23.6564
c02591,-46.8322,-23.638
c02592,-46.7154,-23.5641
c02593,-46.685,-23.5808
c02594,-46.6623,-23.6161
c02595,-46.5923,-23.5377
c02596,-46.7133,-23.6291
c02597,-46.672,-23.5614
c02598,-47.0619,-22.8937
c02599,-46.3464,-23.9622
c02600,-46.1052,-23.468
c02601,-46.534,-23.6564
c02602,-46.7383,-23.5494
c02603,-45.9092,-23.2103
c02604,-46.5596,-23.5385
c02605,-46.9172,-23.5562
c02606,-46.6216,-23.5122
c02607,-46.9929,-23.1775
c02608,-46.5555,-23.5333
c02609,-46.9233,-23.8121
c02610,-46.7117,-23.5676
c02611,-46.5072,-23.6615
c02612,-46.7027,-23.5185
c02613,-46.7262,-23.5608
c02614,-46.5911,-23.5945
c02615,-47.0705,-23.0329
c02616,-46.4603,-23.4494
c02617,-46.9171,-23.6031
c02618,-46.4772,-23.4563
c02619,-46.5997,-23.5348
c02620,-47.0217,-23.9344
c02621,-46.5722,-23.5192
c02622,-46.7161,-23.632
c02623,-46.8135,-23.5243
c02624,-46.996,-23.1718
c02625,-47.0135,-22.9508
c02626,-46.6923,-23.6553
c02627,-46.461,-23.6685
c02628,-46.6467,-23.615
c02629,-46.6955,-23.577
c02630,-46.8831,-23.5109
c02631,-46.834,-23.52
c02632,-45.8328,-23.2724
c02633,-46.3689,-23.9282
c02634,-46.6949,-23.6042
c02635,-46.5264,-23.6418
c02636,-45.2078,-23.5215
c02637,-46.5562,-23.5164
c02638,-46.7449,-23.5848
c02639,-46.5944,-23.5284
c02640,-46.8237,-23.6675
c02641,-46.0472,-23.349
c02642,-46.9196,-23.6031
c02643,-46.5621,-23.5125
c02644,-46.8317,-23.5887
c02645,-46.4983,-23.672
c02646,-43.2252,-22.9855
c02647,-46.7396,-23.591
c02648,-46.6842,-23.5825
c02649,-45.5702,-23.0274
c02650,-45.9271,-23.2406
c02651,-43.1914,-22.9856
c02652,-46.574,-23.5827
c02653,-46.6013,-23.5942
